Code,Description,Category,Label,Type,Weight,MDC,Post Acute,Special Pay,LOS Mean,Geo LOS Mean
357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES,CC,SURG,2.2462,06,Yes,No,5.6,4.4
358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES,None,SURG,1.3872,06,Yes,No,3.3,2.7
368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,MAJOR ESOPHAGEAL DISORDERS,MCC,MED,1.7542,06,No,No,5.4,4.2
369,MAJOR ESOPHAGEAL DISORDERS WITH CC,MAJOR ESOPHAGEAL DISORDERS,CC,MED,1.0221,06,No,No,3.6,3.0
370,MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC,MAJOR ESOPHAGEAL DISORDERS,None,MED,0.7487,06,No,No,2.6,2.1
371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS,MCC,MED,1.6918,06,Yes,No,6.9,5.2
372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS,CC,MED,1.0180,06,Yes,No,4.6,3.7
373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS,None,MED,0.7260,06,Yes,No,3.3,2.8
374,DIGESTIVE MALIGNANCY WITH MCC,DIGESTIVE MALIGNANCY,MCC,MED,1.9933,06,Yes,No,7.2,5.3
375,DIGESTIVE MALIGNANCY WITH CC,DIGESTIVE MALIGNANCY,CC,MED,1.2046,06,Yes,No,4.5,3.5
376,DIGESTIVE MALIGNANCY WITHOUT CC/MCC,DIGESTIVE MALIGNANCY,None,MED,0.8778,06,Yes,No,3.0,2.4
377,GASTROINTESTINAL HEMORRHAGE WITH MCC,GASTROINTESTINAL HEMORRHAGE,MCC,MED,1.7780,06,Yes,No,5.8,4.5
378,GASTROINTESTINAL HEMORRHAGE WITH CC,GASTROINTESTINAL HEMORRHAGE,CC,MED,0.9850,06,Yes,No,3.5,3.0
379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,GASTROINTESTINAL HEMORRHAGE,None,MED,0.6338,06,Yes,No,2.4,2.1
380,COMPLICATED PEPTIC ULCER WITH MCC,COMPLICATED PEPTIC ULCER,MCC,MED,1.9041,06,Yes,No,6.5,5.0
381,COMPLICATED PEPTIC ULCER WITH CC,COMPLICATED PEPTIC ULCER,CC,MED,1.0555,06,Yes,No,3.8,3.1
382,COMPLICATED PEPTIC ULCER WITHOUT CC/MCC,COMPLICATED PEPTIC ULCER,None,MED,0.7698,06,Yes,No,2.8,2.3
383,UNCOMPLICATED PEPTIC ULCER WITH MCC,UNCOMPLICATED PEPTIC ULCER,MCC,MED,1.3600,06,No,No,5.1,3.9
384,UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,UNCOMPLICATED PEPTIC ULCER,NO MCC,MED,0.9016,06,No,No,3.1,2.6
385,INFLAMMATORY BOWEL DISEASE WITH MCC,INFLAMMATORY BOWEL DISEASE,MCC,MED,1.6287,06,No,No,6.7,5.0
386,INFLAMMATORY BOWEL DISEASE WITH CC,INFLAMMATORY BOWEL DISEASE,CC,MED,0.9898,06,No,No,4.3,3.4
387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,INFLAMMATORY BOWEL DISEASE,None,MED,0.6916,06,No,No,3.2,2.6
388,GASTROINTESTINAL OBSTRUCTION WITH MCC,GASTROINTESTINAL OBSTRUCTION,MCC,MED,1.4674,06,Yes,No,6.1,4.6
389,GASTROINTESTINAL OBSTRUCTION WITH CC,GASTROINTESTINAL OBSTRUCTION,CC,MED,0.8071,06,Yes,No,3.7,3.0
390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,GASTROINTESTINAL OBSTRUCTION,None,MED,0.5655,06,Yes,No,2.7,2.3
391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC","ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS",MCC,MED,1.2840,06,No,No,5.1,3.8
392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC","ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS",NO MCC,MED,0.7876,06,No,No,3.2,2.6
393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,OTHER DIGESTIVE SYSTEM DIAGNOSES,MCC,MED,1.6113,06,No,No,5.9,4.3
394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,OTHER DIGESTIVE SYSTEM DIAGNOSES,CC,MED,0.9430,06,No,No,3.8,3.0
395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,OTHER DIGESTIVE SYSTEM DIAGNOSES,None,MED,0.6449,06,No,No,2.5,2.1
405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC","PANCREAS, LIVER AND SHUNT PROCEDURES",MCC,SURG,5.5419,07,Yes,No,12.3,9.1
406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC","PANCREAS, LIVER AND SHUNT PROCEDURES",CC,SURG,2.9297,07,Yes,No,6.3,5.1
407,"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC","PANCREAS, LIVER AND SHUNT PROCEDURES",None,SURG,2.2257,07,Yes,No,4.2,3.6
408,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E.,MCC,SURG,3.6695,07,No,No,10.3,7.9
409,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E.,CC,SURG,2.1314,07,No,No,5.9,4.8
410,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITHOUT CC/MCC,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E.,None,SURG,1.6977,07,No,No,3.9,3.3
411,CHOLECYSTECTOMY WITH C.D.E. WITH MCC,CHOLECYSTECTOMY WITH C.D.E.,MCC,SURG,3.3782,07,No,No,7.9,6.0
412,CHOLECYSTECTOMY WITH C.D.E. WITH CC,CHOLECYSTECTOMY WITH C.D.E.,CC,SURG,2.2957,07,No,No,5.8,4.5
413,CHOLECYSTECTOMY WITH C.D.E. WITHOUT CC/MCC,CHOLECYSTECTOMY WITH C.D.E.,None,SURG,1.6204,07,No,No,3.4,2.9
414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E.,MCC,SURG,3.5347,07,Yes,No,9.8,7.6
415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E.,CC,SURG,2.0000,07,Yes,No,5.6,4.7
416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E.,None,SURG,1.3764,07,Yes,No,3.4,2.9
417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E.,MCC,SURG,2.3777,07,No,No,6.3,5.0
418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E.,CC,SURG,1.6610,07,No,No,4.1,3.4
419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E.,None,SURG,1.3050,07,No,No,2.7,2.3
420,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,HEPATOBILIARY DIAGNOSTIC PROCEDURES,MCC,SURG,3.2612,07,No,No,9.3,6.7
421,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,HEPATOBILIARY DIAGNOSTIC PROCEDURES,CC,SURG,1.8116,07,No,No,5.1,3.7
422,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITHOUT CC/MCC,HEPATOBILIARY DIAGNOSTIC PROCEDURES,None,SURG,1.3856,07,No,No,2.8,2.2
423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES,MCC,SURG,3.9319,07,No,No,10.9,7.8
424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH CC,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES,CC,SURG,2.3686,07,No,No,6.1,4.5
425,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITHOUT CC/MCC,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES,None,SURG,1.4306,07,No,No,2.8,2.2
432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,CIRRHOSIS AND ALCOHOLIC HEPATITIS,MCC,MED,1.8882,07,No,No,6.6,4.9
433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,CIRRHOSIS AND ALCOHOLIC HEPATITIS,CC,MED,1.0398,07,No,No,4.2,3.3
434,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITHOUT CC/MCC,CIRRHOSIS AND ALCOHOLIC HEPATITIS,None,MED,0.6277,07,No,No,2.5,2.1
435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS,MCC,MED,1.7482,07,No,No,6.2,4.7
436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS,CC,MED,1.1004,07,No,No,4.2,3.3
437,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITHOUT CC/MCC,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS,None,MED,0.8459,07,No,No,2.8,2.3
438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,MCC,MED,1.6574,07,No,No,6.4,4.7
439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,CC,MED,0.8698,07,No,No,3.8,3.1
440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,None,MED,0.6064,07,No,No,2.7,2.3
441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC","DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS",MCC,MED,1.8948,07,Yes,No,6.5,4.7
442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC","DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS",CC,MED,0.9460,07,Yes,No,4.0,3.1
443,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC","DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS",None,MED,0.6519,07,Yes,No,2.9,2.4
444,DISORDERS OF THE BILIARY TRACT WITH MCC,DISORDERS OF THE BILIARY TRACT,MCC,MED,1.6647,07,No,No,5.7,4.4
445,DISORDERS OF THE BILIARY TRACT WITH CC,DISORDERS OF THE BILIARY TRACT,CC,MED,1.0996,07,No,No,3.8,3.0
446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,DISORDERS OF THE BILIARY TRACT,None,MED,0.8117,07,No,No,2.6,2.2
453,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION,MCC,SURG,9.1548,08,No,No,9.7,7.5
454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION,CC,SURG,6.0909,08,No,No,4.4,3.7
455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION,None,SURG,4.7880,08,No,No,2.8,2.4
456,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH MCC","SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS",MCC,SURG,8.4492,08,No,No,12.2,9.7
457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH CC","SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS",CC,SURG,6.0368,08,No,No,6.3,5.2
458,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITHOUT CC/MCC","SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS",None,SURG,4.8131,08,No,No,3.3,2.8
459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,SPINAL FUSION EXCEPT CERVICAL,MCC,SURG,6.6330,08,Yes,No,9.3,7.3
460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,SPINAL FUSION EXCEPT CERVICAL,NO MCC,SURG,3.7660,08,Yes,No,3.5,2.8
461,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH MCC,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY,MCC,SURG,6.4152,08,No,No,8.8,6.4
462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY,NO MCC,SURG,2.9856,08,No,No,2.8,2.4
463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH MCC,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MCC,SURG,5.2416,08,Yes,No,13.5,10.1
464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH CC,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,CC,SURG,2.9872,08,Yes,No,7.3,5.5
465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,None,SURG,1.9927,08,Yes,No,3.5,2.7
466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,REVISION OF HIP OR KNEE REPLACEMENT,MCC,SURG,5.2451,08,Yes,No,9.0,7.1
467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,REVISION OF HIP OR KNEE REPLACEMENT,CC,SURG,3.6259,08,Yes,No,4.3,3.4
468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,REVISION OF HIP OR KNEE REPLACEMENT,None,SURG,2.7893,08,Yes,No,2.2,1.8
469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTAL ANKLE REPLACEMENT,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY,MCC,SURG,3.2314,08,Yes,No,4.5,3.1
470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY,NO MCC,SURG,1.9119,08,Yes,No,2.0,1.7
471,CERVICAL SPINAL FUSION WITH MCC,CERVICAL SPINAL FUSION,MCC,SURG,5.0370,08,No,No,9.3,7.0
472,CERVICAL SPINAL FUSION WITH CC,CERVICAL SPINAL FUSION,CC,SURG,3.0710,08,No,No,3.6,2.6
473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,CERVICAL SPINAL FUSION,None,SURG,2.5351,08,No,No,2.1,1.7
474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS,MCC,SURG,4.0969,08,Yes,No,11.7,9.2
475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS,CC,SURG,2.2212,08,Yes,No,7.2,5.8
476,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS,None,SURG,1.2275,08,Yes,No,3.7,3.0
477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE,MCC,SURG,3.4028,08,Yes,Yes,10.7,8.6
478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE,CC,SURG,2.3489,08,Yes,Yes,6.4,5.2
479,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE,None,SURG,1.7684,08,Yes,Yes,4.1,3.2
480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT,MCC,SURG,2.9660,08,Yes,Yes,7.4,6.2
481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT,CC,SURG,2.1124,08,Yes,Yes,4.9,4.4
482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT,None,SURG,1.6461,08,Yes,Yes,3.6,3.2
483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,Others,SURG,2.3576,08,No,No,1.8,1.4
485,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION,MCC,SURG,3.2510,08,No,No,9.7,8.0
486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION,CC,SURG,2.0860,08,No,No,5.7,4.9
487,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION,None,SURG,1.6040,08,No,No,4.1,3.5
488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION,Both,SURG,2.2692,08,Yes,No,4.8,3.5
489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION,None,SURG,1.3295,08,Yes,No,2.1,1.7
492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC","LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR",MCC,SURG,3.4859,08,Yes,Yes,8.1,6.3
493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC","LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR",CC,SURG,2.3758,08,Yes,Yes,4.8,4.0
494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC","LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR",None,SURG,1.8888,08,Yes,Yes,3.2,2.7
495,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH MCC,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR,MCC,SURG,3.7144,08,Yes,Yes,9.9,7.8
496,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR,CC,SURG,2.0997,08,Yes,Yes,4.7,3.6
497,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/MCC,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR,None,SURG,1.5217,08,Yes,Yes,2.4,1.9
498,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR,Both,SURG,2.5631,08,No,No,7.7,5.8
499,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITHOUT CC/MCC,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR,None,SURG,1.3187,08,No,No,2.6,2.1
500,SOFT TISSUE PROCEDURES WITH MCC,SOFT TISSUE PROCEDURES,MCC,SURG,3.2045,08,Yes,Yes,10.0,7.4
501,SOFT TISSUE PROCEDURES WITH CC,SOFT TISSUE PROCEDURES,CC,SURG,1.7578,08,Yes,Yes,5.3,4.1
502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,SOFT TISSUE PROCEDURES,None,SURG,1.3745,08,Yes,Yes,2.9,2.3
503,FOOT PROCEDURES WITH MCC,FOOT PROCEDURES,MCC,SURG,2.5333,08,No,No,8.5,7.0
504,FOOT PROCEDURES WITH CC,FOOT PROCEDURES,CC,SURG,1.7748,08,No,No,5.6,4.5
505,FOOT PROCEDURES WITHOUT CC/MCC,FOOT PROCEDURES,None,SURG,1.7668,08,No,No,3.0,2.5
506,MAJOR THUMB OR JOINT PROCEDURES,MAJOR THUMB OR JOINT PROCEDURES,Others,SURG,1.4098,08,No,No,4.7,3.8
507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITH CC/MCC,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES,Both,SURG,1.8548,08,No,No,6.0,4.7
508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITHOUT CC/MCC,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES,None,SURG,1.4482,08,No,No,2.8,2.2
509,ARTHROSCOPY,ARTHROSCOPY,Others,SURG,1.5179,08,No,No,4.9,3.6
510,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC","SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES",MCC,SURG,2.8881,08,Yes,No,6.5,5.0
511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC","SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES",CC,SURG,1.9790,08,Yes,No,3.9,3.2
512,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC","SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES",None,SURG,1.6065,08,Yes,No,2.5,2.1
513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC","HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES",Both,SURG,1.5940,08,No,No,5.1,3.9
514,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITHOUT CC/MCC","HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES",None,SURG,1.0327,08,No,No,2.9,2.2
515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES,MCC,SURG,3.1178,08,Yes,Yes,8.5,6.6
516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES,CC,SURG,2.0338,08,Yes,Yes,4.8,3.8
517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES,None,SURG,1.5099,08,Yes,Yes,2.8,2.2
518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION,MCC,SURG,3.7277,08,Yes,Yes,7.5,5.2
519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION,CC,SURG,1.9993,08,Yes,Yes,4.2,3.2
