HCPCS,DESCRIPTION,STATUS CODE,Outpatient RVU,Inpatient RVU,IN_OUT_RVU,GLOB_DAYS
21386,Opn tx orbit fx periorbital,A,20.85,20.85,41.7,90
21387,Opn tx orbit fx combined,A,23.02,23.02,46.04,90
21390,Opn tx orbit periorbtl implt,A,24.14,24.14,48.28,90
21395,Opn tx orbit periorbt w/grft,A,30.23,30.23,60.46,90
21400,Closed tx orbit w/o manipulj,A,6.62,5.18,11.8,90
21401,Closed tx orbit w/manipulj,A,15.39,10.02,25.41,90
21406,Opn tx orbit fx w/o implant,A,17.63,17.63,35.26,90
21407,Opn tx orbit fx w/implant,A,19.32,19.32,38.64,90
21408,Opn tx orbit fx w/bone grft,A,27.12,27.12,54.24,90
21421,Treat mouth roof fracture,A,19.36,16.35,35.71,90
21422,Treat mouth roof fracture,A,18.75,18.75,37.5,90
21423,Treat mouth roof fracture,A,23.95,23.95,47.9,90
21431,Treat craniofacial fracture,A,20.77,20.77,41.54,90
21432,Treat craniofacial fracture,A,21.42,21.42,42.84,90
21433,Treat craniofacial fracture,A,51.86,51.86,103.72,90
21435,Treat craniofacial fracture,A,42.22,42.22,84.44,90
21436,Treat craniofacial fracture,A,60.99,60.99,121.98,90
21440,Treat dental ridge fracture,A,22.82,18.23,41.05,90
21445,Treat dental ridge fracture,A,23.31,18.88,42.19,90
21450,Treat lower jaw fracture,A,17.72,14.42,32.14,90
21451,Treat lower jaw fracture,A,23.05,19.22,42.27,90
21452,Treat lower jaw fracture,A,21.96,13.74,35.7,90
21453,Treat lower jaw fracture,A,32.82,27.93,60.75,90
21454,Treat lower jaw fracture,A,14.71,14.71,29.42,90
21461,Treat lower jaw fracture,A,55.01,31.92,86.93,90
21462,Treat lower jaw fracture,A,58.62,34.8,93.42,90
21465,Treat lower jaw fracture,A,23.93,23.93,47.86,90
21470,Treat lower jaw fracture,A,34.98,34.98,69.96,90
21480,Reset dislocated jaw,A,4.25,0.93,5.18,0
21485,Reset dislocated jaw,A,28.73,23.47,52.2,90
21490,Repair dislocated jaw,A,23.59,23.59,47.18,90
21497,Interdental wiring,A,21.23,17.64,38.87,90
21499,Unlisted muscskel px head,C,0,0,0,YYY
21501,Drain neck/chest lesion,A,14.76,10.25,25.01,90
21502,Drain chest lesion,A,15.31,15.31,30.62,90
21510,Drainage of bone lesion,A,13.68,13.68,27.36,90
21550,Biopsy of neck/chest,A,8.04,4.7,12.74,10
21552,Exc neck les sc 3 cm/>,A,13.56,13.56,27.12,90
21554,Exc neck tum deep 5 cm/>,A,22.1,22.1,44.2,90
21555,Exc neck les sc < 3 cm,A,13.12,9.34,22.46,90
21556,Exc neck tum deep < 5 cm,A,16.04,16.04,32.08,90
21557,Resect neck thorax tumor<5cm,A,28.88,28.88,57.76,90
21558,Resect neck tumor 5 cm/>,A,40.25,40.25,80.5,90
21600,Partial removal of rib,A,17.18,17.18,34.36,90
21601,Exc chest wall tumor w/ribs,A,34.46,34.46,68.92,90
21602,Exc ch wal tum w/o lymphadec,A,45.89,45.89,91.78,90
21603,Exc ch wal tum w/lymphadec,A,50.3,50.3,100.6,90
21610,Partial removal of rib,A,36.87,36.87,73.74,90
21615,Removal of rib,A,18.66,18.66,37.32,90
21616,Removal of rib and nerves,A,21.32,21.32,42.64,90
21620,Partial removal of sternum,A,15.16,15.16,30.32,90
21627,Sternal debridement,A,16.54,16.54,33.08,90
21630,Extensive sternum surgery,A,39.43,39.43,78.86,90
21632,Extensive sternum surgery,A,36.27,36.27,72.54,90
21685,Hyoid myotomy & suspension,A,29.6,29.6,59.2,90
21700,Revision of neck muscle,A,10.63,10.63,21.26,90
21705,Revision of neck muscle/rib,A,15.85,15.85,31.7,90
21720,Revision of neck muscle,A,16.35,16.35,32.7,90
21725,Revision of neck muscle,A,16.54,16.54,33.08,90
21740,Reconstruction of sternum,A,30.59,30.59,61.18,90
21742,Repair stern/nuss w/o scope,C,0,0,0,90
21743,Repair sternum/nuss w/scope,C,0,0,0,90
21750,Repair of sternum separation,A,20.19,20.19,40.38,90
21811,Optx of rib fx w/fixj scope,A,17.66,17.66,35.32,0
21812,Treatment of rib fracture,A,21.31,21.31,42.62,0
21813,Treatment of rib fracture,A,29.2,29.2,58.4,0
21820,Treat sternum fracture,A,4.67,4.61,9.28,90
21825,Treat sternum fracture,A,16.68,16.68,33.36,90
21899,Unlisted px neck/thorax,C,0,0,0,YYY
21920,Biopsy soft tissue of back,A,7.74,4.67,12.41,10
21925,Biopsy soft tissue of back,A,15.01,11.53,26.54,90
21930,Exc back les sc < 3 cm,A,15.23,11.1,26.33,90
21931,Exc back les sc 3 cm/>,A,14.24,14.24,28.48,90
21932,Exc back tum deep < 5 cm,A,20.04,20.04,40.08,90
21933,Exc back tum deep 5 cm/>,A,22.29,22.29,44.58,90
21935,Resect back tum < 5 cm,A,30.78,30.78,61.56,90
21936,Resect back tum 5 cm/>,A,42.54,42.54,85.08,90
22010,I&d p-spine c/t/cerv-thor,A,29.55,29.55,59.1,90
22015,I&d abscess p-spine l/s/ls,A,28.83,28.83,57.66,90
22100,Remove part of neck vertebra,A,28.97,28.97,57.94,90
22101,Remove part thorax vertebra,A,26.72,26.72,53.44,90
22102,Remove part lumbar vertebra,A,23.36,23.36,46.72,90
22103,Remove extra spine segment,A,4.01,4.01,8.02,ZZZ
22110,Remove part of neck vertebra,A,32.27,32.27,64.54,90
22112,Remove part thorax vertebra,A,34.81,34.81,69.62,90
22114,Remove part lumbar vertebra,A,34.81,34.81,69.62,90
22116,Remove extra spine segment,A,4.21,4.21,8.42,ZZZ
22206,Incis spine 3 column thorac,A,74.06,74.06,148.12,90
22207,Incis spine 3 column lumbar,A,72.45,72.45,144.9,90
22208,Incis spine 3 column adl seg,A,17.63,17.63,35.26,ZZZ
22210,Incis 1 vertebral seg cerv,A,54.25,54.25,108.5,90
22212,Incis 1 vertebral seg thorac,A,45.91,45.91,91.82,90
22214,Incis 1 vertebral seg lumbar,A,45.92,45.92,91.84,90
22216,Incis addl spine segment,A,10.81,10.81,21.62,ZZZ
22220,Osteot dsc ant 1 vrt sgm crv,A,49.07,49.07,98.14,90
22222,Osteot dsc ant 1vrt sgm thrc,A,53.8,53.8,107.6,90
22224,Osteot dsc ant 1vrt sgm lmbr,A,47.84,47.84,95.68,90
22226,Osteot dsc ant 1vrt sgm ea,A,10.7,10.7,21.4,ZZZ
22310,Closed tx vert fx w/o manj,A,9.53,9.1,18.63,90
22315,Closed tx vert fx w/manj,A,27.36,23.7,51.06,90
22318,Treat odontoid fx w/o graft,A,50.42,50.42,100.84,90
22319,Treat odontoid fx w/graft,A,55.9,55.9,111.8,90
22325,Treat spine fracture,A,44.95,44.95,89.9,90
22326,Treat neck spine fracture,A,45.99,45.99,91.98,90
22327,Treat thorax spine fracture,A,46.84,46.84,93.68,90
22328,Treat each add spine fx,A,8.42,8.42,16.84,ZZZ
22505,Manipulation of spine,A,3.93,3.93,7.86,10
22510,Perq cervicothoracic inject,A,53.41,12.83,66.24,10
22511,Perq lumbosacral injection,A,53.34,12.08,65.42,10
22512,Vertebroplasty addl inject,A,21.66,6.13,27.79,ZZZ
22513,Perq vertebral augmentation,A,168.3,15.21,183.51,10
22514,Perq vertebral augmentation,A,167.56,14.18,181.74,10
22515,Perq vertebral augmentation,A,86.2,6.45,92.65,ZZZ
22526,Idet single level,N,58.59,9.78,68.37,10
22527,Idet 1 or more levels,N,48.1,4.52,52.62,ZZZ
22532,Arthrd lat xtrcvtry tq thrc,A,54.33,54.33,108.66,90
22533,Arthrd lat xtrcvtry tq lmbr,A,50.17,50.17,100.34,90
22534,Arthrd lat xtrcvtry tq ea ad,A,10.77,10.77,21.54,ZZZ
22548,Arthrd ant toral/xoral c1-c2,A,59.93,59.93,119.86,90
22551,Arthrd ant ntrbdy cervical,A,51.5,51.5,103,90
22552,Arthrd ant ntrbd cervical ea,A,11.85,11.85,23.7,ZZZ
22554,Arthrd ant ntrbd min dsc crv,A,38.34,38.34,76.68,90
22556,Arthrd ant ntrbd min dsc thc,A,51.05,51.05,102.1,90
22558,Arthrd ant ntrbd min dsc lum,A,46.05,46.05,92.1,90
22585,Arthrd ant ntrbd min dsc ea,A,9.69,9.69,19.38,ZZZ
22586,Arthrd pre-sac ntrbdy l5-s1,A,61.98,61.98,123.96,90
22590,Arthrd pst tq craniocervical,A,48.43,48.43,96.86,90
22595,Arthrd pst tq atlas-axis,A,46.3,46.3,92.6,90
22600,Arthrd pst tq 1ntrspc crv,A,39.7,39.7,79.4,90
22610,Arthrd pst tq 1ntrspc thrc,A,39,39,78,90
22612,Arthrd pst tq 1ntrspc lumbar,A,47.79,47.79,95.58,90
22614,Arthrd pst tq 1ntrspc ea add,A,11.7,11.7,23.4,ZZZ
22630,Arthrd pst tq 1ntrspc lum,A,47.39,47.39,94.78,90
22632,Arthrd pst tq 1ntrspc lm ea,A,9.62,9.62,19.24,ZZZ
22633,Arthrd cmbn 1ntrspc lumbar,A,54.69,54.69,109.38,90
22634,Arthrd cmbn 1ntrspc ea addl,A,14.49,14.49,28.98,ZZZ
22800,Arthrd pst dfrm<6 vrt sgm,A,41.4,41.4,82.8,90
22802,Arthrd pst dfrm 7-12 vrt sgm,A,63.92,63.92,127.84,90
22804,Arthrd pst dfrm 13+ vrt sgm,A,73.31,73.31,146.62,90
22808,Arthrd ant dfrm 2-3 vrt sgm,A,55.28,55.28,110.56,90
22810,Arthrd ant dfrm 4-7 vrt sgm,A,60.23,60.23,120.46,90
22812,Arthrd ant dfrm 8+ vrt sgm,A,66.01,66.01,132.02,90
22818,Kyphectomy 1-2 segments,A,64.41,64.41,128.82,90
22819,Kyphectomy 3 or more,A,74.14,74.14,148.28,90
22830,Exploration of spinal fusion,A,25.02,25.02,50.04,90
22836,Ant thrc vrt body tethrg <7,A,51.36,51.36,102.72,90
22837,Ant thrc vrt body tethrg 8+,A,56.57,56.57,113.14,90
22838,Rev rplc/rmv thrc vrt tethrg,A,57.32,57.32,114.64,90
22840,Insert spine fixation device,A,22.6,22.6,45.2,ZZZ
22841,Insert spine fixation device,B,0,0,0,XXX
22842,Insert spine fixation device,A,22.81,22.81,45.62,ZZZ
22843,Insert spine fixation device,A,24.43,24.43,48.86,ZZZ
22844,Insert spine fixation device,A,29.35,29.35,58.7,ZZZ
22845,Insert spine fixation device,A,21.72,21.72,43.44,ZZZ
22846,Insert spine fixation device,A,22.61,22.61,45.22,ZZZ
22847,Insert spine fixation device,A,23.73,23.73,47.46,ZZZ
22848,Insert pelv fixation device,A,10.74,10.74,21.48,ZZZ
22849,Reinsert spinal fixation,A,39.53,39.53,79.06,90
22850,Remove spine fixation device,A,22.38,22.38,44.76,90
22852,Remove spine fixation device,A,21.58,21.58,43.16,90
22853,Insj biomechanical device,A,7.7,7.7,15.4,ZZZ
22854,Insj biomechanical device,A,10.03,10.03,20.06,ZZZ
22855,Removal anterior instrmj,A,33.62,33.62,67.24,90
22856,Tot disc arthrp 1ntrspc crv,A,49.12,49.12,98.24,90
22857,Tot disc arthrp 1ntrspc lmbr,A,52.42,52.42,104.84,90
22858,Tot disc arthrp 2nd lvl crv,A,15.11,15.11,30.22,ZZZ
22859,Insj biomechanical device,A,9.96,9.96,19.92,ZZZ
22860,Tot disc arthrp 2ntrspc lmbr,A,10.25,10.25,20.5,ZZZ
22861,Rev rplcm arthrp 1ntrspc crv,A,70.49,70.49,140.98,90
22862,Rev rplcm rthrp 1ntrspc lmbr,R,70.54,70.54,141.08,90
22864,Rmvl tot arthrp 1ntrspc crv,A,62.98,62.98,125.96,90
22865,Rmvl tot arthrp 1ntrspc lmbr,R,68.85,68.85,137.7,90
22867,Insj stablj dev w/dcmprn,A,32.47,32.47,64.94,90
22868,Insj stablj dev w/dcmprn,A,7.25,7.25,14.5,ZZZ
22869,Insj stablj dev w/o dcmprn,A,13.01,13.01,26.02,90
22870,Insj stablj dev w/o dcmprn,A,3.49,3.49,6.98,ZZZ
22899,Unlisted procedure spine,C,0,0,0,YYY
22900,Exc abdl tum deep < 5 cm,A,17.15,17.15,34.3,90
22901,Exc abdl tum deep 5 cm/>,A,20.15,20.15,40.3,90
22902,Exc abd les sc < 3 cm,A,14.28,10.16,24.44,90
22903,Exc abd les sc 3 cm/>,A,13.35,13.35,26.7,90
22904,Radical resect abd tumor<5cm,A,31.55,31.55,63.1,90
22905,Rad resect abd tumor 5 cm/>,A,39.96,39.96,79.92,90
22999,Unlisted px abdomen muscskel,C,0,0,0,YYY
23000,Removal of calcium deposits,A,16.69,10.94,27.63,90
23020,Release shoulder joint,A,21,21,42,90
23030,Drain shoulder lesion,A,13.26,7.73,20.99,10
23031,Drain shoulder bursa,A,13.04,6.77,19.81,10
23035,Drain shoulder bone lesion,A,20.61,20.61,41.22,90
23040,Exploratory shoulder surgery,A,21.81,21.81,43.62,90
23044,Exploratory shoulder surgery,A,17.23,17.23,34.46,90
23065,Biopsy shoulder tissues,A,6.81,4.83,11.64,10
23066,Biopsy shoulder tissues,A,17.34,11.28,28.62,90
23071,Exc shoulder les sc 3 cm/>,A,12.76,12.76,25.52,90
23073,Exc shoulder tum deep 5 cm/>,A,21.1,21.1,42.2,90
23075,Exc shoulder les sc < 3 cm,A,15.57,10.04,25.61,90
23076,Exc shoulder tum deep < 5 cm,A,16.51,16.51,33.02,90
23077,Resect shoulder tumor < 5 cm,A,34.05,34.05,68.1,90
23078,Resect shoulder tumor 5 cm/>,A,43.16,43.16,86.32,90
23100,Biopsy of shoulder joint,A,15.53,15.53,31.06,90
23101,Shoulder joint surgery,A,14.05,14.05,28.1,90
23105,Remove shoulder joint lining,A,19.57,19.57,39.14,90
23106,Incision of collarbone joint,A,15.41,15.41,30.82,90
23107,Explore treat shoulder joint,A,20.27,20.27,40.54,90
23120,Partial removal collar bone,A,18,18,36,90
23125,Removal of collar bone,A,21.63,21.63,43.26,90
23130,Remove shoulder bone part,A,18.89,18.89,37.78,90
23140,Removal of bone lesion,A,17,17,34,90
23145,Removal of bone lesion,A,21.2,21.2,42.4,90
23146,Removal of bone lesion,A,19.07,19.07,38.14,90
23150,Removal of humerus lesion,A,20.35,20.35,40.7,90
23155,Removal of humerus lesion,A,24.25,24.25,48.5,90
23156,Removal of humerus lesion,A,20.7,20.7,41.4,90
23170,Remove collar bone lesion,A,17.29,17.29,34.58,90
23172,Remove shoulder blade lesion,A,17.46,17.46,34.92,90
23174,Remove humerus lesion,A,23.3,23.3,46.6,90
23180,Remove collar bone lesion,A,20.12,20.12,40.24,90
23182,Remove shoulder blade lesion,A,20.51,20.51,41.02,90
23184,Remove humerus lesion,A,22.57,22.57,45.14,90
23190,Partial removal of scapula,A,17.59,17.59,35.18,90
23195,Removal of head of humerus,A,22.73,22.73,45.46,90
23200,Resect clavicle tumor,A,45.25,45.25,90.5,90
23210,Resect scapula tumor,A,53.03,53.03,106.06,90
23220,Resect prox humerus tumor,A,58.02,58.02,116.04,90
23330,Remove shoulder foreign body,A,9.1,5.11,14.21,10
23333,Remove shoulder fb deep,A,14.49,14.49,28.98,90
23334,Shoulder prosthesis removal,A,31.97,31.97,63.94,90
23335,Shoulder prosthesis removal,A,38.17,38.17,76.34,90
23350,Injection for shoulder x-ray,A,4.85,1.47,6.32,0
23395,Muscle transfer shoulder/arm,A,38.76,38.76,77.52,90
23397,Muscle transfers,A,34.45,34.45,68.9,90
23400,Fixation of shoulder blade,A,29.44,29.44,58.88,90
23405,Incision of tendon & muscle,A,18.71,18.71,37.42,90
23406,Incise tendon(s) & muscle(s),A,22.13,22.13,44.26,90
23410,Repair rotator cuff acute,A,24.86,24.86,49.72,90
23412,Repair rotator cuff chronic,A,25.84,25.84,51.68,90
23415,Release of shoulder ligament,A,21.26,21.26,42.52,90
23420,Repair of shoulder,A,29.53,29.53,59.06,90
23430,Repair biceps tendon,A,22.63,22.63,45.26,90
23440,Remove/transplant tendon,A,23.01,23.01,46.02,90
23450,Repair shoulder capsule,A,28.61,28.61,57.22,90
23455,Repair shoulder capsule,A,29.8,29.8,59.6,90
23460,Repair shoulder capsule,A,32.95,32.95,65.9,90
23462,Repair shoulder capsule,A,32.24,32.24,64.48,90
23465,Repair shoulder capsule,A,33.78,33.78,67.56,90
23466,Repair shoulder capsule,A,33.97,33.97,67.94,90
23470,Reconstruct shoulder joint,A,36.1,36.1,72.2,90
23472,Reconstruct shoulder joint,A,43.43,43.43,86.86,90
23473,Revis reconst shoulder joint,A,48.29,48.29,96.58,90
23474,Revis reconst shoulder joint,A,52.12,52.12,104.24,90
23480,Revision of collar bone,A,24.89,24.89,49.78,90
23485,Revision of collar bone,A,28.85,28.85,57.7,90
23490,Reinforce clavicle,A,26.1,26.1,52.2,90
23491,Reinforce shoulder bones,A,30.73,30.73,61.46,90
23500,Cltx clavicular fx w/o mnpj,A,7.02,7.18,14.2,90
23505,Cltx clavicular fx w/mnpj,A,11.24,10.43,21.67,90
23515,Optx clavicular fx w/int fix,A,21.93,21.93,43.86,90
23520,Cltx strnclav dislc w/o mnpj,A,7.56,7.5,15.06,90
23525,Cltx strnclav dislc w/mnpj,A,12.41,11.33,23.74,90
23530,Optx strnclav dislc aqt/chrn,A,17.6,17.6,35.2,90
23532,Optx strclv dslc aq/chrn grf,A,19.14,19.14,38.28,90
23540,Cltx acromclav dislc wo mnpj,A,7.49,7.43,14.92,90
23545,Cltx acromclav dislc w/mnpj,A,11.3,10.13,21.43,90
23550,Optx acromclv dislc aqt/chrn,A,17.47,17.47,34.94,90
23552,Optx acrclv dslc aq/chrn grf,A,19.79,19.79,39.58,90
23570,Cltx scapular fx w/o mnpj,A,7.37,7.62,14.99,90
23575,Cltx scap fx w/mnpj +-tractj,A,12.81,11.82,24.63,90
23585,Optx scapular fx w/int fixj,A,29.5,29.5,59,90
23600,Cltx prox humrl fx w/o mnpj,A,10.45,9.91,20.36,90
23605,Cltx prx hmrl fx mnpj+-tract,A,14.62,13.26,27.88,90
23615,Optx prox humrl fx w/int fix,A,26.79,26.79,53.58,90
23616,Optx prx hmrl fx fix rpr rpl,A,37.29,37.29,74.58,90
23620,Cltx gr hmrl tbrs fx wo mnpj,A,8.51,8.15,16.66,90
23625,Cltx gr hmrl tbrs fx w/mnpj,A,12.05,11.01,23.06,90
23630,Optx gr hmrl tbrs fx int fix,A,23.76,23.76,47.52,90
23650,Cltx sho dslc w/mnpj wo anes,A,10.42,9.4,19.82,90
23655,Cltx sho dslc w/mnpj w/anes,A,12.6,12.6,25.2,90
23660,Optx acute shoulder dislc,A,17.88,17.88,35.76,90
23665,Cltx sho dslc fx gr hmrl tbr,A,13.57,12.46,26.03,90
23670,Optx sho dislc fx,A,26.47,26.47,52.94,90
23675,Cltx sho dislc neck fx mnpj,A,17.17,15.52,32.69,90
23680,Optx sho dislc neck fx fixj,A,27.9,27.9,55.8,90
23700,Mnpj anes sho jt fixj aprats,A,5.96,5.96,11.92,10
23800,Arthrodesis glenohumeral jt,A,31.07,31.07,62.14,90
23802,Arthrd glenohumeral jt w/grf,A,38.75,38.75,77.5,90
23900,Interthoracoscplr amputation,A,41.69,41.69,83.38,90
23920,Disarticulation shoulder,A,33.94,33.94,67.88,90
23921,Disarticulation sho sec clsr,A,14.47,14.47,28.94,90
23929,Unlisted procedure shoulder,C,0,0,0,YYY
23930,I&d upr a/e dp absc/hmtma,A,10.84,6.53,17.37,10
23931,I&d upr a/e bursa,A,9.16,4.92,14.08,10
23935,Inc dp opn b1 crtx hum/elbw,A,15.74,15.74,31.48,90
24000,Arthrt elbw expl drg/rmvl fb,A,14.67,14.67,29.34,90
24006,Arthrt elbw capsl exc rls,A,21.74,21.74,43.48,90
24065,Biopsy arm/elbow soft tissue,A,7.82,4.93,12.75,10
24066,Biopsy arm/elbow soft tissue,A,18.98,12.91,31.89,90
24071,Exc arm/elbow les sc 3 cm/>,A,12.32,12.32,24.64,90
24073,Ex arm/elbow tum deep 5 cm/>,A,20.98,20.98,41.96,90
24075,Exc arm/elbow les sc < 3 cm,A,16.02,10.05,26.07,90
24076,Ex arm/elbow tum deep < 5 cm,A,16.64,16.64,33.28,90
24077,Rad rescj tum tiss a/e <5cm,A,30.98,30.98,61.96,90
24079,Rad rescj tum tiss a/e 5 cm+,A,39.89,39.89,79.78,90
24100,Arthrt elbw synovial bx only,A,12.93,12.93,25.86,90
24101,Arthrt elbw jt expl bx rmvl,A,15.42,15.42,30.84,90
24102,Arthrt elbow w/synovectomy,A,18.84,18.84,37.68,90
24105,Excision olecranon bursa,A,11.12,11.12,22.24,90
24110,Exc/curtg b1 cst/b9 tum hum,A,18.07,18.07,36.14,90
24115,Exc/crtg b1 cst/tum hum agrf,A,22.45,22.45,44.9,90
24116,Exc/crtg b1 cst/tum hum algr,A,26.09,26.09,52.18,90
24120,Exc/crtg b1 cst/b9 tum rds,A,16.31,16.31,32.62,90
24125,Exc/crtg b1 cst/tum rds agrf,A,19.04,19.04,38.08,90
24126,Exc/crtg b1 cst/tum rds algr,A,19.86,19.86,39.72,90
24130,Excision radial head,A,15.65,15.65,31.3,90
24134,Sequestrectomy shft/dstl hum,A,22.75,22.75,45.5,90
24136,Sequestrectomy radial h/n,A,19.31,19.31,38.62,90
24138,Sequestrectomy olecrn proces,A,21.02,21.02,42.04,90
24140,Partial exc bone humerus,A,21.4,21.4,42.8,90
24145,Prtl exc bone radial h/n,A,18.17,18.17,36.34,90
24147,Prtl exc bone olecrn process,A,19.19,19.19,38.38,90
24149,Radical resection of elbow,A,35.78,35.78,71.56,90
24150,Rad rescj tum dstl/shft hum,A,46.43,46.43,92.86,90
24152,Rad resection tum radial h/n,A,40.46,40.46,80.92,90
24155,Resection of elbow joint,A,25.83,25.83,51.66,90
24160,Rmvl prosthhumrl&ulnar cmpnt,A,37.88,37.88,75.76,90
24164,Removal prosth radial head,A,22.05,22.05,44.1,90
24200,Rmvl fb upper arm/elbw subq,A,6.65,4.3,10.95,10
24201,Rmvl fb upper arm/elbw deep,A,18.67,12.27,30.94,90
24220,Injection px for elbow arthg,A,5.67,1.96,7.63,0
24300,Mnpj elbow under anes,A,13.59,13.59,27.18,90
24301,Musc/tdn transfer upr a/e 1,A,22.82,22.82,45.64,90
24305,Tendon lngth upr a/e ea tdn,A,17.72,17.72,35.44,90
24310,Tnot opn elbw to sho ea tdn,A,14.53,14.53,29.06,90
24320,Tenoplasty elbow to sho 1,A,23.71,23.71,47.42,90
24330,Flexor-plasty elbow,A,21.87,21.87,43.74,90
24331,Flexor-plasty elbw w/advmnt,A,23.86,23.86,47.72,90
24332,Tenolysis triceps,A,18.83,18.83,37.66,90
24340,Tenodesis biceps tdn at elbw,A,18.23,18.23,36.46,90
24341,Rpr tdn/musc upr a/e each,A,22.88,22.88,45.76,90
24342,Repair of ruptured tendon,A,23.51,23.51,47.02,90
24343,Repr elbow lat ligmnt w/tiss,A,21.81,21.81,43.62,90
24344,Reconstruct elbow lat ligmnt,A,33.49,33.49,66.98,90
24345,Repr elbw med ligmnt w/tissu,A,21.71,21.71,43.42,90
24346,Reconstruct elbow med ligmnt,A,33.49,33.49,66.98,90
24357,Repair elbow perc,A,12.72,12.72,25.44,90
24358,Repair elbow w/deb open,A,16.23,16.23,32.46,90
24359,Repair elbow deb/attch open,A,20.24,20.24,40.48,90
24360,Reconstruct elbow joint,A,27.38,27.38,54.76,90
24361,Reconstruct elbow joint,A,30.48,30.48,60.96,90
24362,Reconstruct elbow joint,A,32.07,32.07,64.14,90
24363,Replace elbow joint,A,43.61,43.61,87.22,90
24365,Reconstruct head of radius,A,19.55,19.55,39.1,90
24366,Reconstruct head of radius,A,20.7,20.7,41.4,90
24370,Revise reconst elbow joint,A,46.19,46.19,92.38,90
24371,Revise reconst elbow joint,A,53.07,53.07,106.14,90
24400,Revision of humerus,A,25.13,25.13,50.26,90
24410,Revision of humerus,A,32.01,32.01,64.02,90
24420,Revision of humerus,A,32.21,32.21,64.42,90
24430,Repair of humerus,A,31.91,31.91,63.82,90
24435,Repair humerus with graft,A,32.74,32.74,65.48,90
24470,Revision of elbow joint,A,20.51,20.51,41.02,90
24495,Decompression of forearm,A,27.89,27.89,55.78,90
24498,Reinforce humerus,A,26.29,26.29,52.58,90
24500,Treat humerus fracture,A,11.38,10.48,21.86,90
24505,Treat humerus fracture,A,15.7,14.03,29.73,90
24515,Treat humerus fracture,A,26.72,26.72,53.44,90
24516,Treat humerus fracture,A,26.03,26.03,52.06,90
24530,Treat humerus fracture,A,12,10.99,22.99,90
24535,Treat humerus fracture,A,19.28,17.68,36.96,90
24538,Treat humerus fracture,A,24.05,24.05,48.1,90
24545,Treat humerus fracture,A,28.14,28.14,56.28,90
24546,Treat humerus fracture,A,31.37,31.37,62.74,90
24560,Treat humerus fracture,A,10.43,9.24,19.67,90
24565,Treat humerus fracture,A,16.82,15.34,32.16,90
24566,Treat humerus fracture,A,22.02,22.02,44.04,90
24575,Treat humerus fracture,A,22.34,22.34,44.68,90
24576,Treat humerus fracture,A,11.06,9.85,20.91,90
24577,Treat humerus fracture,A,17.27,15.72,32.99,90
24579,Treat humerus fracture,A,25.37,25.37,50.74,90
24582,Treat humerus fracture,A,24.93,24.93,49.86,90
24586,Treat elbow fracture,A,32.83,32.83,65.66,90
24587,Treat elbow fracture,A,32.9,32.9,65.8,90
24600,Treat elbow dislocation,A,11.78,10.66,22.44,90
24605,Treat elbow dislocation,A,14.74,14.74,29.48,90
24615,Treat elbow dislocation,A,21.71,21.71,43.42,90
24620,Treat elbow fracture,A,18.09,18.09,36.18,90
24635,Treat elbow fracture,A,20.61,20.61,41.22,90
24640,Treat elbow dislocation,A,3.16,2.42,5.58,10
24650,Treat radius fracture,A,8.31,7.74,16.05,90
24655,Treat radius fracture,A,14.06,12.66,26.72,90
24665,Treat radius fracture,A,20.08,20.08,40.16,90
24666,Treat radius fracture,A,22.29,22.29,44.58,90
24670,Treat ulnar fracture,A,9.19,8.4,17.59,90
24675,Treat ulnar fracture,A,14.33,12.97,27.3,90
24685,Treat ulnar fracture,A,19.97,19.97,39.94,90
24800,Fusion of elbow joint,A,25.34,25.34,50.68,90
24802,Fusion/graft of elbow joint,A,30.33,30.33,60.66,90
24900,Amputation of upper arm,A,22.47,22.47,44.94,90
24920,Amputation of upper arm,A,22.29,22.29,44.58,90
24925,Amputation follow-up surgery,A,17.42,17.42,34.84,90
24930,Amputation follow-up surgery,A,23.49,23.49,46.98,90
24931,Amputate upper arm & implant,A,28.16,28.16,56.32,90
24935,Revision of amputation,A,36.93,36.93,73.86,90
24940,Revision of upper arm,C,0,0,0,90
24999,Unlisted px humerus/elbow,C,0,0,0,YYY
25000,Incision of tendon sheath,A,10.68,10.68,21.36,90
25001,Incise flexor carpi radialis,A,10.73,10.73,21.46,90
25020,Decompress forearm 1 space,A,22.41,22.41,44.82,90
25023,Decompress forearm 1 space,A,39.56,39.56,79.12,90
25024,Decompress forearm 2 spaces,A,23.69,23.69,47.38,90
25025,Decompress forearm 2 spaces,A,37.04,37.04,74.08,90
25028,Drainage of forearm lesion,A,21,21,42,90
25031,Drainage of forearm bursa,A,11.35,11.35,22.7,90
25035,Treat forearm bone lesion,A,18.03,18.03,36.06,90
25040,Explore/treat wrist joint,A,17.06,17.06,34.12,90
25065,Biopsy forearm soft tissues,A,7.73,4.78,12.51,10
25066,Biopsy forearm soft tissues,A,11.28,11.28,22.56,90
25071,Exc forearm les sc 3 cm/>,A,12.91,12.91,25.82,90
25073,Exc forearm tum deep 3 cm/>,A,16.33,16.33,32.66,90
25075,Exc forearm les sc < 3 cm,A,15.65,9.65,25.3,90
25076,Exc forearm tum deep < 3 cm,A,15.84,15.84,31.68,90
25077,Resect forearm/wrist tum<3cm,A,25.96,25.96,51.92,90
25078,Resect forarm/wrist tum 3cm>,A,35.16,35.16,70.32,90
